country_code_numeric,country_code,country,age_from,age_to,year,gender,value
0,RFP,Request for Proposal,0,0,1950,both,0.027143999999999997991
0,RFP,Request for Proposal,0,0,1951,both,0.027136000000000000398
0,RFP,Request for Proposal,0,0,1952,both,0.02701899999999999788
0,RFP,Request for Proposal,0,0,1953,both,0.026835999999999998744
0,RFP,Request for Proposal,0,0,1954,both,0.026797999999999998905
0,RFP,Request for Proposal,0,0,1955,both,0.026635000000000002424
0,RFP,Request for Proposal,0,0,1956,both,0.026638000000000001954
0,RFP,Request for Proposal,0,0,1957,both,0.026499999999999999251
0,RFP,Request for Proposal,0,0,1958,both,0.026475000000000002004
0,RFP,Request for Proposal,0,0,1959,both,0.026319999999999999646
0,RFP,Request for Proposal,0,0,1960,both,0.026235000000000001374
0,RFP,Request for Proposal,0,0,1961,both,0.025998999999999997806
0,RFP,Request for Proposal,0,0,1962,both,0.025920000000000002066
0,RFP,Request for Proposal,0,0,1963,both,0.025594000000000002165
0,RFP,Request for Proposal,0,0,1964,both,0.025420000000000001622
0,RFP,Request for Proposal,0,0,1965,both,0.025207000000000000239
0,RFP,Request for Proposal,0,0,1966,both,0.025111000000000001375
0,RFP,Request for Proposal,0,0,1967,both,0.026201000000000002066
0,RFP,Request for Proposal,0,0,1968,both,0.025356000000000003536
0,RFP,Request for Proposal,0,0,1969,both,0.025152000000000000746
0,RFP,Request for Proposal,0,0,1970,both,0.024347000000000000586
0,RFP,Request for Proposal,0,0,1971,both,0.023707999999999999907
0,RFP,Request for Proposal,0,0,1972,both,0.023071000000000001229
0,RFP,Request for Proposal,0,0,1973,both,0.022485000000000001513
0,RFP,Request for Proposal,0,0,1974,both,0.02190599999999999839
0,RFP,Request for Proposal,0,0,1975,both,0.021268999999999999712
0,RFP,Request for Proposal,0,0,1976,both,0.020489999999999997798
0,RFP,Request for Proposal,0,0,1977,both,0.019886000000000000898
0,RFP,Request for Proposal,0,0,1978,both,0.019539000000000000812
0,RFP,Request for Proposal,0,0,1979,both,0.019342999999999999083
0,RFP,Request for Proposal,0,0,1980,both,0.01917000000000000301
0,RFP,Request for Proposal,0,0,1981,both,0.018981999999999998874
0,RFP,Request for Proposal,0,0,1982,both,0.018895999999999999602
0,RFP,Request for Proposal,0,0,1983,both,0.018759000000000001368
0,RFP,Request for Proposal,0,0,1984,both,0.018739000000000002183
