country_code_numeric,country_code,country,age_from,age_to,year,gender,value
0,RFP,Request for Proposal,0,0,1950,both,100000
0,RFP,Request for Proposal,1,1,1950,both,81602.380000000004656612873
0,RFP,Request for Proposal,2,2,1950,both,75157.876999999993131496012
0,RFP,Request for Proposal,3,3,1950,both,71059.845000000001164153218
0,RFP,Request for Proposal,4,4,1950,both,68370.237999999997555278242
0,RFP,Request for Proposal,5,5,1950,both,66547.236000000004423782229
0,RFP,Request for Proposal,6,6,1950,both,65265.192000000002735760063
0,RFP,Request for Proposal,7,7,1950,both,64324.389000000002852175385
0,RFP,Request for Proposal,8,8,1950,both,63600.173000000002502929419
0,RFP,Request for Proposal,9,9,1950,both,63014.934000000001105945557
0,RFP,Request for Proposal,10,10,1950,both,62518.868000000002211891115
0,RFP,Request for Proposal,11,11,1950,both,62079.642999999996391125023
0,RFP,Request for Proposal,12,12,1950,both,61675.444999999999708961695
0,RFP,Request for Proposal,13,13,1950,both,61290.961000000002968590707
0,RFP,Request for Proposal,14,14,1950,both,60914.987999999997555278242
0,RFP,Request for Proposal,15,15,1950,both,60538.883000000001629814506
0,RFP,Request for Proposal,16,16,1950,both,60155.752999999996973201632
0,RFP,Request for Proposal,17,17,1950,both,59759.95900000000256113708
0,RFP,Request for Proposal,18,18,1950,both,59346.902999999998428393155
0,RFP,Request for Proposal,19,19,1950,both,58913.08400000000256113708
0,RFP,Request for Proposal,20,20,1950,both,58456.349000000001979060471
0,RFP,Request for Proposal,21,21,1950,both,57976.383000000001629814506
0,RFP,Request for Proposal,22,22,1950,both,57475.292999999997846316546
0,RFP,Request for Proposal,23,23,1950,both,56957.205999999998311977834
0,RFP,Request for Proposal,24,24,1950,both,56427.690999999998894054443
0,RFP,Request for Proposal,25,25,1950,both,55891.982000000003608874977
0,RFP,Request for Proposal,26,26,1950,both,55353.699999999997089616954
0,RFP,Request for Proposal,27,27,1950,both,54814.383999999998195562512
0,RFP,Request for Proposal,28,28,1950,both,54273.440999999998894054443
0,RFP,Request for Proposal,29,29,1950,both,53729.192999999999301508069
0,RFP,Request for Proposal,30,30,1950,both,53179.595000000001164153218
0,RFP,Request for Proposal,31,31,1950,both,52622.881999999997788108885
0,RFP,Request for Proposal,32,32,1950,both,52058.059000000001105945557
0,RFP,Request for Proposal,33,33,1950,both,51484.756000000001222360879
0,RFP,Request for Proposal,34,34,1950,both,50903.091000000000349245965
0,RFP,Request for Proposal,35,35,1950,both,50313.286000000000058207661
0,RFP,Request for Proposal,36,36,1950,both,49715.29099999999743886292
0,RFP,Request for Proposal,37,37,1950,both,49108.743000000002211891115
0,RFP,Request for Proposal,38,38,1950,both,48492.944000000003143213689
0,RFP,Request for Proposal,39,39,1950,both,47867.14600000000064028427
0,RFP,Request for Proposal,40,40,1950,both,47230.921000000002095475793
