country_code_numeric,country_code,country,age_from,age_to,year,gender,value
0,RFP,Request for Proposal,0,0,1950,both,1.038000000000000033751
0,RFP,Request for Proposal,0,0,1955,both,1.038000000000000033751
0,RFP,Request for Proposal,0,0,1960,both,1.040000000000000035527
0,RFP,Request for Proposal,0,0,1965,both,1.042000000000000037303
0,RFP,Request for Proposal,0,0,1970,both,1.047000000000000152767
0,RFP,Request for Proposal,0,0,1975,both,1.047000000000000152767
0,RFP,Request for Proposal,0,0,1980,both,1.044999999999999928946
0,RFP,Request for Proposal,0,0,1985,both,1.048000000000000042633
0,RFP,Request for Proposal,0,0,1990,both,1.052000000000000046185
0,RFP,Request for Proposal,0,0,1995,both,1.050000000000000044409
0,RFP,Request for Proposal,0,0,2000,both,1.047000000000000152767
0,RFP,Request for Proposal,0,0,2005,both,1.04400000000000003908
0,RFP,Request for Proposal,0,0,2010,both,1.039000000000000145661
0,RFP,Request for Proposal,0,0,2015,both,1.038000000000000033751
0,RFP,Request for Proposal,0,0,2020,both,1.038000000000000033751
0,RFP,Request for Proposal,0,0,2025,both,1.038000000000000033751
0,RFP,Request for Proposal,0,0,2030,both,1.038000000000000033751
0,RFP,Request for Proposal,0,0,2035,both,1.038000000000000033751
0,RFP,Request for Proposal,0,0,2040,both,1.038000000000000033751
0,RFP,Request for Proposal,0,0,2045,both,1.038000000000000033751
0,RFP,Request for Proposal,0,0,2050,both,1.038000000000000033751
0,RFP,Request for Proposal,0,0,2055,both,1.038000000000000033751
0,RFP,Request for Proposal,0,0,2060,both,1.038000000000000033751
0,RFP,Request for Proposal,0,0,2065,both,1.038000000000000033751
0,RFP,Request for Proposal,0,0,2070,both,1.038000000000000033751
0,RFP,Request for Proposal,0,0,2075,both,1.038000000000000033751
0,RFP,Request for Proposal,0,0,2080,both,1.038000000000000033751
0,RFP,Request for Proposal,0,0,2085,both,1.038000000000000033751
0,RFP,Request for Proposal,0,0,2090,both,1.038000000000000033751
0,RFP,Request for Proposal,0,0,2095,both,1.038000000000000033751
